trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
A20131215WKD_025450_1..N02R,05:05:30,05:05:30,106N,35,,0,0,
A20131215WKD_025450_1..N02R,05:07:00,05:07:00,104N,36,,0,0,
A20131215WKD_025450_1..N02R,05:08:30,05:08:30,103N,37,,0,0,
A20131215WKD_025450_1..N02R,05:10:00,05:10:00,101N,38,,0,0,
A20131215WKD_031700_1..S02R,05:17:00,05:17:00,101S,1,,0,0,
A20131215WKD_031700_1..S02R,05:18:30,05:18:30,103S,2,,0,0,
A20131215WKD_031700_1..S02R,05:20:00,05:20:00,104S,3,,0,0,
A20131215WKD_031700_1..S02R,05:21:30,05:21:30,106S,4,,0,0,
A20131215WKD_031700_1..S02R,05:23:00,05:23:00,107S,5,,0,0,
A20131215WKD_031700_1..S02R,05:24:00,05:24:00,108S,6,,0,0,
A20131215WKD_031700_1..S02R,05:25:30,05:25:30,109S,7,,0,0,
A20131215WKD_031700_1..S02R,05:27:00,05:27:00,110S,8,,0,0,
A20131215WKD_031700_1..S02R,05:28:30,05:28:30,111S,9,,0,0,
A20131215WKD_031700_1..S02R,05:30:30,05:30:30,112S,10,,0,0,
A20131215WKD_031700_1..S02R,05:32:00,05:32:00,113S,11,,0,0,
A20131215WKD_031700_1..S02R,05:34:00,05:34:00,114S,12,,0,0,
A20131215WKD_031700_1..S02R,05:35:30,05:35:30,115S,13,,0,0,
A20131215WKD_031700_1..S02R,05:37:00,05:37:00,116S,14,,0,0,
A20131215WKD_031700_1..S02R,05:39:30,05:39:30,117S,15,,0,0,
A20131215WKD_031700_1..S02R,05:40:30,05:40:30,118S,16,,0,0,
A20131215WKD_031700_1..S02R,05:41:30,05:41:30,119S,17,,0,0,
A20131215WKD_031700_1..S02R,05:43:30,05:43:30,120S,18,,0,0,
A20131215WKD_031700_1..S02R,05:45:30,05:45:30,121S,19,,0,0,
A20131215WKD_031700_1..S02R,05:46:30,05:46:30,122S,20,,0,0,
A20131215WKD_031700_1..S02R,05:48:00,05:48:00,123S,21,,0,0,
A20131215WKD_031700_1..S02R,05:49:30,05:49:30,124S,22,,0,0,
A20131215WKD_031700_1..S02R,05:51:00,05:51:00,125S,23,,0,0,
A20131215WKD_031700_1..S02R,05:53:00,05:53:00,126S,24,,0,0,
A20131215WKD_031700_1..S02R,05:54:30,05:54:30,127S,25,,0,0,
A20131215WKD_031700_1..S02R,05:56:00,05:56:00,128S,26,,0,0,
A20131215WKD_031700_1..S02R,05:57:00,05:57:00,129S,27,,0,0,
A20131215WKD_031700_1..S02R,05:58:00,05:58:00,130S,28,,0,0,
A20131215WKD_031700_1..S02R,05:59:00,05:59:00,131S,29,,0,0,
A20131215WKD_031700_1..S02R,06:00:00,06:00:00,132S,30,,0,0,
A20131215WKD_031700_1..S02R,06:01:30,06:01:30,133S,31,,0,0,
A20131215WKD_031700_1..S02R,06:03:00,06:03:00,134S,32,,0,0,
A20131215WKD_031700_1..S02R,06:05:00,06:05:00,135S,33,,0,0,
A20131215WKD_031700_1..S02R,06:06:00,06:06:00,136S,34,,0,0,
A20131215WKD_031700_1..S02R,06:07:00,06:09:00,137S,35,,0,0,
A20131215WKD_031700_1..S02R,06:10:30,06:10:30,138S,36,,1,1,
A20131215WKD_031700_1..S02R,06:12:00,06:13:00,139S,37,,0,0,
A20131215WKD_031700_1..S02R,06:15:30,06:15:30,140S,38,,0,0,
A20131215WKD_038150_1..N02R,06:21:30,06:21:30,140N,1,,0,0,
A20131215WKD_038150_1..N02R,06:24:00,06:24:00,139N,2,,0,0,
A20131215WKD_038150_1..N02R,06:25:00,06:25:00,138N,3,,1,1,
A20131215WKD_038150_1..N02R,06:26:00,06:26:00,137N,4,,0,0,
A20131215WKD_038150_1..N02R,06:27:30,06:27:30,136N,5,,0,0,
A20131215WKD_038150_1..N02R,06:28:30,06:28:30,135N,6,,0,0,
A20131215WKD_038150_1..N02R,06:30:00,06:30:00,134N,7,,0,0,
A20131215WKD_038150_1..N02R,06:31:30,06:31:30,133N,8,,0,0,
A20131215WKD_038150_1..N02R,06:33:00,06:33:00,132N,9,,0,0,
A20131215WKD_038150_1..N02R,06:34:00,06:34:00,131N,10,,0,0,
A20131215WKD_038150_1..N02R,06:35:00,06:35:00,130N,11,,0,0,
A20131215WKD_038150_1..N02R,06:36:00,06:36:00,129N,12,,0,0,
A20131215WKD_038150_1..N02R,06:37:30,06:37:30,128N,13,,0,0,
A20131215WKD_038150_1..N02R,06:39:00,06:39:00,127N,14,,0,0,
A20131215WKD_038150_1..N02R,06:41:00,06:41:00,126N,15,,0,0,
A20131215WKD_038150_1..N02R,06:43:00,06:43:00,125N,16,,0,0,
A20131215WKD_038150_1..N02R,06:44:30,06:44:30,124N,17,,0,0,
A20131215WKD_038150_1..N02R,06:45:30,06:45:30,123N,18,,0,0,
A20131215WKD_038150_1..N02R,06:47:00,06:47:00,122N,19,,0,0,
A20131215WKD_038150_1..N02R,06:48:30,06:48:30,121N,20,,0,0,
A20131215WKD_038150_1..N02R,06:50:00,06:50:00,120N,21,,0,0,
A20131215WKD_038150_1..N02R,06:51:30,06:51:30,119N,22,,0,0,
A20131215WKD_038150_1..N02R,06:53:00,06:53:00,118N,23,,0,0,
A20131215WKD_038150_1..N02R,06:54:00,06:54:00,117N,24,,0,0,
A20131215WKD_038150_1..N02R,06:56:00,06:56:00,116N,25,,0,0,
A20131215WKD_038150_1..N02R,06:58:00,06:58:00,115N,26,,0,0,
A20131215WKD_038150_1..N02R,06:59:30,06:59:30,114N,27,,0,0,
A20131215WKD_038150_1..N02R,07:01:30,07:01:30,113N,28,,0,0,
A20131215WKD_038150_1..N02R,07:03:30,07:03:30,112N,29,,0,0,
A20131215WKD_038150_1..N02R,07:05:30,07:05:30,111N,30,,0,0,
A20131215WKD_038150_1..N02R,07:07:00,07:07:00,110N,31,,0,0,
A20131215WKD_038150_1..N02R,07:08:00,07:08:00,109N,32,,0,0,
A20131215WKD_038150_1..N02R,07:09:30,07:09:30,108N,33,,0,0,
A20131215WKD_038150_1..N02R,07:11:00,07:11:00,107N,34,,0,0,
A20131215WKD_038150_1..N02R,07:12:30,07:12:30,106N,35,,0,0,
A20131215WKD_038150_1..N02R,07:14:00,07:14:00,104N,36,,0,0,
A20131215WKD_038150_1..N02R,07:15:30,07:15:30,103N,37,,0,0,
A20131215WKD_038150_1..N02R,07:17:00,07:17:00,101N,38,,0,0,
A20131215WKD_044500_1..S02R,07:25:00,07:25:00,101S,1,,0,0,
A20131215WKD_044500_1..S02R,07:26:30,07:26:30,103S,2,,0,0,
A20131215WKD_044500_1..S02R,07:28:00,07:28:00,104S,3,,0,0,
A20131215WKD_044500_1..S02R,07:29:30,07:29:30,106S,4,,0,0,
A20131215WKD_044500_1..S02R,07:31:00,07:31:00,107S,5,,0,0,
A20131215WKD_044500_1..S02R,07:32:00,07:32:00,108S,6,,0,0,
A20131215WKD_044500_1..S02R,07:33:30,07:33:30,109S,7,,0,0,
A20131215WKD_044500_1..S02R,07:35:00,07:35:00,110S,8,,0,0,
A20131215WKD_044500_1..S02R,07:36:30,07:36:30,111S,9,,0,0,
A20131215WKD_044500_1..S02R,07:38:30,07:38:30,112S,10,,0,0,
A20131215WKD_044500_1..S02R,07:40:00,07:40:00,113S,11,,0,0,
A20131215WKD_044500_1..S02R,07:42:00,07:42:00,114S,12,,0,0,
A20131215WKD_044500_1..S02R,07:43:30,07:43:30,115S,13,,0,0,
A20131215WKD_044500_1..S02R,07:45:30,07:45:30,116S,14,,0,0,
A20131215WKD_044500_1..S02R,07:47:30,07:47:30,117S,15,,0,0,
A20131215WKD_044500_1..S02R,07:48:30,07:48:30,118S,16,,0,0,
A20131215WKD_044500_1..S02R,07:50:00,07:50:00,119S,17,,0,0,
A20131215WKD_044500_1..S02R,07:52:00,07:52:00,120S,18,,0,0,
A20131215WKD_044500_1..S02R,07:54:00,07:54:00,121S,19,,0,0,
A20131215WKD_044500_1..S02R,07:55:30,07:55:30,122S,20,,0,0,
A20131215WKD_044500_1..S02R,07:57:00,07:57:00,123S,21,,0,0,
A20131215WKD_044500_1..S02R,07:58:30,07:58:30,124S,22,,0,0,
A20131215WKD_044500_1..S02R,08:00:00,08:00:00,125S,23,,0,0,
A20131215WKD_044500_1..S02R,08:02:00,08:02:00,126S,24,,0,0,
A20131215WKD_044500_1..S02R,08:04:00,08:04:00,127S,25,,0,0,
A20131215WKD_044500_1..S02R,08:05:30,08:05:30,128S,26,,0,0,
A20131215WKD_044500_1..S02R,08:07:00,08:07:00,129S,27,,0,0,
A20131215WKD_044500_1..S02R,08:08:00,08:08:00,130S,28,,0,0,
A20131215WKD_044500_1..S02R,08:09:00,08:09:00,131S,29,,0,0,
A20131215WKD_044500_1..S02R,08:10:00,08:10:00,132S,30,,0,0,
A20131215WKD_044500_1..S02R,08:11:30,08:11:30,133S,31,,0,0,
A20131215WKD_044500_1..S02R,08:13:30,08:13:30,134S,32,,0,0,
A20131215WKD_044500_1..S02R,08:15:00,08:15:00,135S,33,,0,0,
A20131215WKD_044500_1..S02R,08:16:00,08:16:00,136S,34,,0,0,
A20131215WKD_044500_1..S02R,08:17:30,08:19:30,137S,35,,0,0,
A20131215WKD_044500_1..S02R,08:21:00,08:21:00,138S,36,,1,1,
A20131215WKD_044500_1..S02R,08:22:30,08:23:30,139S,37,,0,0,
A20131215WKD_044500_1..S02R,08:26:00,08:26:00,140S,38,,0,0,
A20131215WKD_050850_1..N02R,08:28:30,08:28:30,140N,1,,0,0,
A20131215WKD_050850_1..N02R,08:31:00,08:31:00,139N,2,,0,0,
A20131215WKD_050850_1..N02R,08:32:00,08:32:00,138N,3,,1,1,
A20131215WKD_050850_1..N02R,08:33:00,08:34:00,137N,4,,0,0,
A20131215WKD_050850_1..N02R,08:35:30,08:35:30,136N,5,,0,0,
A20131215WKD_050850_1..N02R,08:36:30,08:36:30,135N,6,,0,0,
A20131215WKD_050850_1..N02R,08:38:00,08:38:00,134N,7,,0,0,
A20131215WKD_050850_1..N02R,08:39:30,08:39:30,133N,8,,0,0,
A20131215WKD_050850_1..N02R,08:41:00,08:41:00,132N,9,,0,0,
A20131215WKD_050850_1..N02R,08:42:00,08:42:00,131N,10,,0,0,
A20131215WKD_050850_1..N02R,08:43:00,08:43:00,130N,11,,0,0,
A20131215WKD_050850_1..N02R,08:44:00,08:44:00,129N,12,,0,0,
A20131215WKD_050850_1..N02R,08:45:30,08:45:30,128N,13,,0,0,
A20131215WKD_050850_1..N02R,08:47:00,08:47:00,127N,14,,0,0,
A20131215WKD_050850_1..N02R,08:49:00,08:49:00,126N,15,,0,0,
A20131215WKD_050850_1..N02R,08:51:00,08:51:00,125N,16,,0,0,
A20131215WKD_050850_1..N02R,08:52:30,08:52:30,124N,17,,0,0,
A20131215WKD_050850_1..N02R,08:53:30,08:53:30,123N,18,,0,0,
A20131215WKD_050850_1..N02R,08:55:30,08:55:30,122N,19,,0,0,
A20131215WKD_050850_1..N02R,08:56:30,08:56:30,121N,20,,0,0,
A20131215WKD_050850_1..N02R,08:58:30,08:58:30,120N,21,,0,0,
A20131215WKD_050850_1..N02R,09:00:00,09:00:00,119N,22,,0,0,
A20131215WKD_050850_1..N02R,09:01:30,09:01:30,118N,23,,0,0,
A20131215WKD_050850_1..N02R,09:02:30,09:02:30,117N,24,,0,0,
A20131215WKD_050850_1..N02R,09:05:00,09:05:00,116N,25,,0,0,
A20131215WKD_050850_1..N02R,09:07:00,09:07:00,115N,26,,0,0,
A20131215WKD_050850_1..N02R,09:08:30,09:08:30,114N,27,,0,0,
A20131215WKD_050850_1..N02R,09:10:30,09:10:30,113N,28,,0,0,
A20131215WKD_050850_1..N02R,09:12:00,09:12:00,112N,29,,0,0,
A20131215WKD_050850_1..N02R,09:14:00,09:14:00,111N,30,,0,0,
A20131215WKD_050850_1..N02R,09:15:30,09:15:30,110N,31,,0,0,
A20131215WKD_050850_1..N02R,09:17:00,09:17:00,109N,32,,0,0,
A20131215WKD_050850_1..N02R,09:18:30,09:18:30,108N,33,,0,0,
A20131215WKD_050850_1..N02R,09:20:00,09:20:00,107N,34,,0,0,
A20131215WKD_050850_1..N02R,09:21:30,09:21:30,106N,35,,0,0,
A20131215WKD_050850_1..N02R,09:23:00,09:23:00,104N,36,,0,0,
A20131215WKD_050850_1..N02R,09:24:30,09:24:30,103N,37,,0,0,
A20131215WKD_050850_1..N02R,09:26:00,09:26:00,101N,38,,0,0,
A20131215WKD_057450_1..S02R,09:34:30,09:34:30,101S,1,,0,0,
A20131215WKD_057450_1..S02R,09:36:00,09:36:00,103S,2,,0,0,
A20131215WKD_057450_1..S02R,09:37:30,09:37:30,104S,3,,0,0,
A20131215WKD_057450_1..S02R,09:39:00,09:39:00,106S,4,,0,0,
A20131215WKD_057450_1..S02R,09:40:30,09:40:30,107S,5,,0,0,
A20131215WKD_057450_1..S02R,09:41:30,09:41:30,108S,6,,0,0,
A20131215WKD_057450_1..S02R,09:43:00,09:43:00,109S,7,,0,0,
A20131215WKD_057450_1..S02R,09:44:30,09:44:30,110S,8,,0,0,
A20131215WKD_057450_1..S02R,09:46:00,09:46:00,111S,9,,0,0,
A20131215WKD_057450_1..S02R,09:48:00,09:48:00,112S,10,,0,0,
A20131215WKD_057450_1..S02R,09:49:30,09:49:30,113S,11,,0,0,
A20131215WKD_057450_1..S02R,09:51:30,09:51:30,114S,12,,0,0,
A20131215WKD_057450_1..S02R,09:53:00,09:53:00,115S,13,,0,0,
A20131215WKD_057450_1..S02R,09:54:30,09:54:30,116S,14,,0,0,
A20131215WKD_057450_1..S02R,09:57:00,09:57:00,117S,15,,0,0,
A20131215WKD_057450_1..S02R,09:58:00,09:58:00,118S,16,,0,0,
A20131215WKD_057450_1..S02R,09:59:00,09:59:00,119S,17,,0,0,
A20131215WKD_057450_1..S02R,10:01:00,10:01:00,120S,18,,0,0,
A20131215WKD_057450_1..S02R,10:03:00,10:03:00,121S,19,,0,0,
A20131215WKD_057450_1..S02R,10:04:00,10:04:00,122S,20,,0,0,
A20131215WKD_057450_1..S02R,10:05:30,10:05:30,123S,21,,0,0,
A20131215WKD_057450_1..S02R,10:07:00,10:07:00,124S,22,,0,0,
A20131215WKD_057450_1..S02R,10:08:30,10:08:30,125S,23,,0,0,
A20131215WKD_057450_1..S02R,10:10:30,10:10:30,126S,24,,0,0,
A20131215WKD_057450_1..S02R,10:12:00,10:12:00,127S,25,,0,0,
A20131215WKD_057450_1..S02R,10:13:30,10:13:30,128S,26,,0,0,
A20131215WKD_057450_1..S02R,10:15:00,10:15:00,129S,27,,0,0,
A20131215WKD_057450_1..S02R,10:16:00,10:16:00,130S,28,,0,0,
A20131215WKD_057450_1..S02R,10:17:00,10:17:00,131S,29,,0,0,
A20131215WKD_057450_1..S02R,10:18:00,10:18:00,132S,30,,0,0,
A20131215WKD_057450_1..S02R,10:19:30,10:19:30,133S,31,,0,0,
A20131215WKD_057450_1..S02R,10:21:00,10:21:00,134S,32,,0,0,
A20131215WKD_057450_1..S02R,10:22:30,10:22:30,135S,33,,0,0,
A20131215WKD_057450_1..S02R,10:23:30,10:23:30,136S,34,,0,0,
A20131215WKD_057450_1..S02R,10:25:00,10:27:00,137S,35,,0,0,
A20131215WKD_057450_1..S02R,10:28:30,10:28:30,138S,36,,1,1,
A20131215WKD_057450_1..S02R,10:30:00,10:31:00,139S,37,,0,0,
A20131215WKD_057450_1..S02R,10:33:30,10:33:30,140S,38,,0,0,
A20131215WKD_063700_1..N02R,10:37:00,10:37:00,140N,1,,0,0,
A20131215WKD_063700_1..N02R,10:39:30,10:39:30,139N,2,,0,0,
A20131215WKD_063700_1..N02R,10:40:30,10:40:30,138N,3,,1,1,
A20131215WKD_063700_1..N02R,10:41:30,10:41:30,137N,4,,0,0,
A20131215WKD_063700_1..N02R,10:42:30,10:42:30,136N,5,,0,0,
A20131215WKD_063700_1..N02R,10:43:30,10:43:30,135N,6,,0,0,
A20131215WKD_063700_1..N02R,10:45:30,10:45:30,134N,7,,0,0,
A20131215WKD_063700_1..N02R,10:47:00,10:47:00,133N,8,,0,0,
A20131215WKD_063700_1..N02R,10:48:30,10:48:30,132N,9,,0,0,
A20131215WKD_063700_1..N02R,10:49:30,10:49:30,131N,10,,0,0,
A20131215WKD_063700_1..N02R,10:50:30,10:50:30,130N,11,,0,0,
A20131215WKD_063700_1..N02R,10:51:30,10:51:30,129N,12,,0,0,
A20131215WKD_063700_1..N02R,10:52:30,10:52:30,128N,13,,0,0,
A20131215WKD_063700_1..N02R,10:54:00,10:54:00,127N,14,,0,0,
A20131215WKD_063700_1..N02R,10:56:00,10:56:00,126N,15,,0,0,
A20131215WKD_063700_1..N02R,10:58:00,10:58:00,125N,16,,0,0,
A20131215WKD_063700_1..N02R,10:59:30,10:59:30,124N,17,,0,0,
A20131215WKD_063700_1..N02R,11:00:30,11:00:30,123N,18,,0,0,
A20131215WKD_063700_1..N02R,11:02:30,11:02:30,122N,19,,0,0,
A20131215WKD_063700_1..N02R,11:03:30,11:03:30,121N,20,,0,0,
A20131215WKD_063700_1..N02R,11:05:30,11:05:30,120N,21,,0,0,
A20131215WKD_063700_1..N02R,11:07:00,11:07:00,119N,22,,0,0,
A20131215WKD_063700_1..N02R,11:08:30,11:08:30,118N,23,,0,0,
A20131215WKD_063700_1..N02R,11:09:30,11:09:30,117N,24,,0,0,
A20131215WKD_063700_1..N02R,11:12:00,11:12:00,116N,25,,0,0,
A20131215WKD_063700_1..N02R,11:14:00,11:14:00,115N,26,,0,0,
A20131215WKD_063700_1..N02R,11:15:30,11:15:30,114N,27,,0,0,
A20131215WKD_063700_1..N02R,11:17:30,11:17:30,113N,28,,0,0,
A20131215WKD_063700_1..N02R,11:19:00,11:19:00,112N,29,,0,0,
A20131215WKD_063700_1..N02R,11:21:00,11:21:00,111N,30,,0,0,
A20131215WKD_063700_1..N02R,11:22:30,11:22:30,110N,31,,0,0,
A20131215WKD_063700_1..N02R,11:23:30,11:23:30,109N,32,,0,0,
A20131215WKD_063700_1..N02R,11:25:00,11:25:00,108N,33,,0,0,
A20131215WKD_063700_1..N02R,11:26:30,11:26:30,107N,34,,0,0,
A20131215WKD_063700_1..N02R,11:28:00,11:28:00,106N,35,,0,0,
A20131215WKD_063700_1..N02R,11:29:30,11:29:30,104N,36,,0,0,
A20131215WKD_063700_1..N02R,11:31:00,11:31:00,103N,37,,0,0,
A20131215WKD_063700_1..N02R,11:32:30,11:32:30,101N,38,,0,0,
A20131215WKD_069750_1..S02R,11:37:30,11:37:30,101S,1,,0,0,
A20131215WKD_069750_1..S02R,11:39:00,11:39:00,103S,2,,0,0,
A20131215WKD_069750_1..S02R,11:40:30,11:40:30,104S,3,,0,0,
A20131215WKD_069750_1..S02R,11:42:00,11:42:00,106S,4,,0,0,
A20131215WKD_069750_1..S02R,11:43:30,11:43:30,107S,5,,0,0,
A20131215WKD_069750_1..S02R,11:44:30,11:44:30,108S,6,,0,0,
A20131215WKD_069750_1..S02R,11:46:00,11:47:00,109S,7,,0,0,
A20131215WKD_069750_1..S02R,11:48:30,11:48:30,110S,8,,0,0,
A20131215WKD_069750_1..S02R,11:50:00,11:50:00,111S,9,,0,0,
A20131215WKD_069750_1..S02R,11:52:00,11:53:00,112S,10,,0,0,
A20131215WKD_069750_1..S02R,11:54:30,11:54:30,113S,11,,0,0,
A20131215WKD_069750_1..S02R,11:56:30,11:56:30,114S,12,,0,0,
A20131215WKD_069750_1..S02R,11:58:00,11:59:00,115S,13,,0,0,
A20131215WKD_069750_1..S02R,12:00:30,12:00:30,116S,14,,0,0,
A20131215WKD_069750_1..S02R,12:03:00,12:03:00,117S,15,,0,0,
A20131215WKD_069750_1..S02R,12:04:00,12:04:00,118S,16,,0,0,
A20131215WKD_069750_1..S02R,12:05:00,12:05:00,119S,17,,0,0,
A20131215WKD_069750_1..S02R,12:07:00,12:07:00,120S,18,,0,0,
A20131215WKD_069750_1..S02R,12:09:00,12:09:00,121S,19,,0,0,
A20131215WKD_069750_1..S02R,12:10:00,12:10:00,122S,20,,0,0,
A20131215WKD_069750_1..S02R,12:11:30,12:11:30,123S,21,,0,0,
A20131215WKD_069750_1..S02R,12:13:00,12:13:00,124S,22,,0,0,
A20131215WKD_069750_1..S02R,12:14:30,12:14:30,125S,23,,0,0,
A20131215WKD_069750_1..S02R,12:16:30,12:16:30,126S,24,,0,0,
A20131215WKD_069750_1..S02R,12:18:00,12:18:00,127S,25,,0,0,
A20131215WKD_069750_1..S02R,12:19:30,12:19:30,128S,26,,0,0,
A20131215WKD_069750_1..S02R,12:21:00,12:21:00,129S,27,,0,0,
A20131215WKD_069750_1..S02R,12:22:00,12:22:00,130S,28,,0,0,
A20131215WKD_069750_1..S02R,12:23:00,12:23:00,131S,29,,0,0,
A20131215WKD_069750_1..S02R,12:24:00,12:24:00,132S,30,,0,0,
A20131215WKD_069750_1..S02R,12:25:30,12:25:30,133S,31,,0,0,
A20131215WKD_069750_1..S02R,12:27:00,12:27:00,134S,32,,0,0,
A20131215WKD_069750_1..S02R,12:28:30,12:28:30,135S,33,,0,0,
A20131215WKD_069750_1..S02R,12:29:30,12:29:30,136S,34,,0,0,
A20131215WKD_069750_1..S02R,12:31:00,12:33:00,137S,35,,0,0,
A20131215WKD_069750_1..S02R,12:34:30,12:34:30,138S,36,,1,1,
A20131215WKD_069750_1..S02R,12:36:00,12:37:00,139S,37,,0,0,
A20131215WKD_069750_1..S02R,12:39:30,12:39:30,140S,38,,0,0,
A20131215WKD_076400_1..N02R,12:44:00,12:44:00,140N,1,,0,0,
A20131215WKD_076400_1..N02R,12:46:30,12:46:30,139N,2,,0,0,
A20131215WKD_076400_1..N02R,12:47:30,12:47:30,138N,3,,1,1,
A20131215WKD_076400_1..N02R,12:48:30,12:49:30,137N,4,,0,0,
A20131215WKD_076400_1..N02R,12:50:30,12:50:30,136N,5,,0,0,
A20131215WKD_076400_1..N02R,12:51:30,12:51:30,135N,6,,0,0,
A20131215WKD_076400_1..N02R,12:53:30,12:53:30,134N,7,,0,0,
A20131215WKD_076400_1..N02R,12:55:00,12:55:00,133N,8,,0,0,
A20131215WKD_076400_1..N02R,12:56:30,12:56:30,132N,9,,0,0,
A20131215WKD_076400_1..N02R,12:57:30,12:57:30,131N,10,,0,0,
A20131215WKD_076400_1..N02R,12:58:30,12:58:30,130N,11,,0,0,
A20131215WKD_076400_1..N02R,12:59:30,12:59:30,129N,12,,0,0,
A20131215WKD_076400_1..N02R,13:00:30,13:00:30,128N,13,,0,0,
A20131215WKD_076400_1..N02R,13:02:00,13:02:00,127N,14,,0,0,
A20131215WKD_076400_1..N02R,13:04:00,13:04:00,126N,15,,0,0,
A20131215WKD_076400_1..N02R,13:06:00,13:06:00,125N,16,,0,0,
A20131215WKD_076400_1..N02R,13:07:30,13:07:30,124N,17,,0,0,
A20131215WKD_076400_1..N02R,13:08:30,13:08:30,123N,18,,0,0,
A20131215WKD_076400_1..N02R,13:10:30,13:10:30,122N,19,,0,0,
A20131215WKD_076400_1..N02R,13:11:30,13:11:30,121N,20,,0,0,
A20131215WKD_076400_1..N02R,13:13:30,13:13:30,120N,21,,0,0,
A20131215WKD_076400_1..N02R,13:15:00,13:15:00,119N,22,,0,0,
A20131215WKD_076400_1..N02R,13:16:30,13:16:30,118N,23,,0,0,
A20131215WKD_076400_1..N02R,13:17:30,13:17:30,117N,24,,0,0,
A20131215WKD_076400_1..N02R,13:20:00,13:20:00,116N,25,,0,0,
A20131215WKD_076400_1..N02R,13:22:00,13:22:00,115N,26,,0,0,
A20131215WKD_076400_1..N02R,13:23:30,13:23:30,114N,27,,0,0,
A20131215WKD_076400_1..N02R,13:25:30,13:25:30,113N,28,,0,0,
A20131215WKD_076400_1..N02R,13:27:00,13:27:00,112N,29,,0,0,
A20131215WKD_076400_1..N02R,13:29:00,13:29:00,111N,30,,0,0,
A20131215WKD_076400_1..N02R,13:30:30,13:30:30,110N,31,,0,0,
A20131215WKD_076400_1..N02R,13:31:30,13:31:30,109N,32,,0,0,
A20131215WKD_076400_1..N02R,13:33:00,13:33:00,108N,33,,0,0,
A20131215WKD_076400_1..N02R,13:34:30,13:34:30,107N,34,,0,0,
A20131215WKD_076400_1..N02R,13:36:00,13:36:00,106N,35,,0,0,
A20131215WKD_076400_1..N02R,13:37:30,13:37:30,104N,36,,0,0,
A20131215WKD_076400_1..N02R,13:39:00,13:39:00,103N,37,,0,0,
A20131215WKD_076400_1..N02R,13:40:30,13:40:30,101N,38,,0,0,
A20131215WKD_082950_1..S02R,13:49:30,13:49:30,101S,1,,0,0,
A20131215WKD_082950_1..S02R,13:51:00,13:51:00,103S,2,,0,0,
A20131215WKD_082950_1..S02R,13:52:30,13:52:30,104S,3,,0,0,
A20131215WKD_082950_1..S02R,13:54:00,13:54:00,106S,4,,0,0,
A20131215WKD_082950_1..S02R,13:55:30,13:55:30,107S,5,,0,0,
A20131215WKD_082950_1..S02R,13:56:30,13:56:30,108S,6,,0,0,
A20131215WKD_082950_1..S02R,13:58:00,13:59:00,109S,7,,0,0,
A20131215WKD_082950_1..S02R,14:00:30,14:00:30,110S,8,,0,0,
A20131215WKD_082950_1..S02R,14:02:00,14:02:00,111S,9,,0,0,
A20131215WKD_082950_1..S02R,14:04:00,14:05:00,112S,10,,0,0,
A20131215WKD_082950_1..S02R,14:06:30,14:06:30,113S,11,,0,0,
A20131215WKD_082950_1..S02R,14:08:30,14:08:30,114S,12,,0,0,
A20131215WKD_082950_1..S02R,14:10:00,14:11:00,115S,13,,0,0,
A20131215WKD_082950_1..S02R,14:12:30,14:12:30,116S,14,,0,0,
A20131215WKD_082950_1..S02R,14:15:00,14:15:00,117S,15,,0,0,
A20131215WKD_082950_1..S02R,14:16:00,14:16:00,118S,16,,0,0,
A20131215WKD_082950_1..S02R,14:17:00,14:17:00,119S,17,,0,0,
A20131215WKD_082950_1..S02R,14:19:00,14:19:00,120S,18,,0,0,
A20131215WKD_082950_1..S02R,14:21:00,14:21:00,121S,19,,0,0,
A20131215WKD_082950_1..S02R,14:22:00,14:22:00,122S,20,,0,0,
A20131215WKD_082950_1..S02R,14:23:30,14:23:30,123S,21,,0,0,
A20131215WKD_082950_1..S02R,14:25:00,14:25:00,124S,22,,0,0,
A20131215WKD_082950_1..S02R,14:26:30,14:26:30,125S,23,,0,0,
A20131215WKD_082950_1..S02R,14:28:30,14:28:30,126S,24,,0,0,
A20131215WKD_082950_1..S02R,14:30:00,14:30:00,127S,25,,0,0,
A20131215WKD_082950_1..S02R,14:31:30,14:31:30,128S,26,,0,0,
A20131215WKD_082950_1..S02R,14:33:00,14:33:00,129S,27,,0,0,
A20131215WKD_082950_1..S02R,14:34:00,14:34:00,130S,28,,0,0,
A20131215WKD_082950_1..S02R,14:35:00,14:35:00,131S,29,,0,0,
A20131215WKD_082950_1..S02R,14:36:00,14:36:00,132S,30,,0,0,
A20131215WKD_082950_1..S02R,14:37:30,14:37:30,133S,31,,0,0,
A20131215WKD_082950_1..S02R,14:39:00,14:39:00,134S,32,,0,0,
A20131215WKD_082950_1..S02R,14:40:30,14:40:30,135S,33,,0,0,
A20131215WKD_082950_1..S02R,14:41:30,14:41:30,136S,34,,0,0,
A20131215WKD_082950_1..S02R,14:43:00,14:45:00,137S,35,,0,0,
A20131215WKD_082950_1..S02R,14:46:30,14:46:30,138S,36,,1,1,
A20131215WKD_082950_1..S02R,14:48:00,14:49:00,139S,37,,0,0,
A20131215WKD_082950_1..S02R,14:51:30,14:51:30,140S,38,,0,0,
A20131215WKD_089600_1..N02R,14:56:00,14:56:00,140N,1,,0,0,
A20131215WKD_089600_1..N02R,14:58:30,14:58:30,139N,2,,0,0,
